current_location	address	registration	user_id	mail	residence	name	job	username	company	blood_group	ssn	station_ID
(Decimal('88.6352835'), Decimal('-36.231662'))	"Estrada Danilo Moreira, 78
Vila Batik
45724350 da Conceição Verde / PE"	06/10/2019, 00:00:00	1940	ryanmonteiro@ig.com.br		Nina Mendes		maysafarias	Machado S/A	B+	18295036424	326
(Decimal('-23.9392245'), Decimal('-66.038903'))	"972 Day Streets
Shieldsburgh, MI 85875"	13 Apr 2025	153	reynoldscorey@yahoo.com		Kevin Anderson		williamsnicholas	Rogers PLC	AB+	880-35-4848	646
(Decimal('15.870224'), Decimal('-129.004388'))	"Kargeweg 77/56
12408 Saarbrücken"	2018/10/22	1397	sibel72@aol.de		Univ.Prof. Mehmet Eberth	Asphaltbauer	wcarsten	Hein GbR	B+	139-76-0330	270
(Decimal('7.8024905'), Decimal('109.619757'))		11 Aug 2022	209	xyamamoto@yahoo.com		高橋 真綾		yamadataro	吉田食品株式会社	A-	863-74-8761	4
(Decimal('21.4685615'), Decimal('-51.948241'))	"Conjunto Cavalcante, 50
Vila Real 2ª Seção
34015182 Pimenta do Amparo / GO"	2023/09/15	357	uda-mota@bol.com.br		Renan Barbosa		isaac80	Novais Nogueira e Filhos	A-	86347029103	519
(Decimal('72.153643'), Decimal('31.353149'))		2023/03/12	284	cardosogabriela@uol.com.br		Sr. Asafe Nascimento		maria-luiza98	Azevedo Pinto e Filhos	B+	76438159093	598
	"Kai-Uwe-Trub-Weg 804
79754 München"	2019-11-22	1705	nkaester@gmail.com		Hans-Uwe Geisel-Benthin		bolnbachannedore	Mans Söding GmbH	AB-	252-85-2893	586
(Decimal('-50.2478425'), Decimal('93.782551'))	"Viela Hadassa Fogaça, 60
Biquinhas
67643-886 Pires de Souza / AL"	2021-02-09	53	luiz-fernando90@ig.com.br		Bella da Mota		nogueiraalana	Cunha	O+	37594860101	154
(Decimal('-34.2908455'), Decimal('-26.438387'))	徳島県富津市橋場41丁目23番20号 アーバン虎ノ門101	2022-03-24	1828	lito@gmail.com		木村 春香	アニメーター	taichitanaka	村上食品合同会社	B+	194-20-1061	449
(Decimal('2.4642975'), Decimal('42.417988'))	"193 Jo Branch Suite 025
Port Francisco, MI 98040"	2021/03/12	802	sharonlam@hotmail.com		Jonathon Mcdaniel		justin62	Johnson-Hughes	O-	085-42-4377	363
(Decimal('52.403419'), Decimal('177.313160'))	"Núcleo Kevin Castro, 31
São Sebastião
61833-829 Aparecida / MA"	03/01/2021, 00:00:00	1005	duartesara@gmail.com		Dra. Eloá Rios		valentimsales	Aragão Cunha - ME	O-	34056821933	255
	"Antje-Holsten-Gasse 3-1
82862 Viersen"	25 Aug 2025	928	vitolehmann@gmx.de		Hellmuth Mende-Hartmann		reinhardtwojciech	Heinz Juncken GmbH	O+	409-49-2316	101
	"Elizabeth-Mielcarek-Straße 6
72383 Eberswalde"	05/20/2021, 00:00:00	1884	ibeier@hotmail.de		Gerlinde Fliegner		schmiedeckedietlinde	Lindner Linke GmbH	AB+	769-96-2980	327
(Decimal('1.822723'), Decimal('-137.793658'))	"Rotonda Novaro, 54
98159, Messina (ME)"	12/12/2018, 00:00:00	1863	niggliadamo@poste.it		Alessio Stoppani		oparuta	Nadi e figli	A+	BLBDRA56B17G045F	235
(Decimal('-84.5238975'), Decimal('-173.422554'))	"Holm-Caspar-Straße 17/92
81868 Kamenz"	06/06/2023, 00:00:00	1968	edwinneuschaefer@gmail.com		Francisco Jähn B.Sc.		bruderaleksandar	Stolze GmbH & Co. KG	B+	419-22-5297	90
(Decimal('-18.4123455'), Decimal('115.239994'))	"Reichmanngasse 49-54
80441 Regen"	2022/09/26	1900	hilma41@yahoo.de		Herr Mohammad Stahr MBA.		rosalinde43	Warmer Scheel AG	AB+	402-04-1368	356
(Decimal('-6.797529'), Decimal('-161.988403'))	"76884 Stephanie Pines
Port Julieburgh, SC 62057"	2023-11-25	811	clarksteven@hotmail.com		Anthony Robles DDS		michaeljohnson	Conley-Rivera	AB+	143-76-3649	47
(Decimal('6.243863'), Decimal('19.473650'))	"Contrada Ramona, 34
90010, Gratteri (PA)"	04/07/2022, 00:00:00	1089	lisamarazzi@libero.it		Paolo Alonzi		annamariabarillaro	Malpighi e figli	A+	SCLVCR74D16B536H	671
(Decimal('-70.898225'), Decimal('5.007661'))	"Via Tedesco, 775 Piano 9
12058, Valdivilla (CN)"	2022/05/18	1509	salvogloria@yahoo.com		Camilla Notarbartolo		magliomargherita	Spinola-Ruberto Group	A-	SNGLRN05A02C620A	358
(Decimal('-71.2877145'), Decimal('0.399604'))	"Via Ruffini, 86
16164, Pontedecimo (GE)"	23 Dec 2023	1329	iannuzzisante@libero.it		Nadia Ramazzotti		palomacasadei	Vendetti Group	A+	CSRDNN66T31D928U	264
(Decimal('0.333965'), Decimal('-123.856203'))	"Borgo Tiziano, 88
27040, Castelletto Po (PV)"	2021-08-03	928	grizzo@tiscali.it		Edoardo Gianetti	Race relations officer	guaranamaurizio	Marconi e figli	A-	LTTVLR57E70L890A	633
(Decimal('-72.3699315'), Decimal('167.378748'))	"Hahnring 50/87
23135 Schleiz"	01 Jun 2021	248	ktlustek@web.de		Monika Bloch		schmiedeckelea	Dussen van	A-	946-84-0404	263
(Decimal('16.753118'), Decimal('110.443068'))	"Chácara Anthony Ribeiro, 7
Bernadete
35397572 Rezende de Minas / RS"	2023-11-04	1213	bruno55@gmail.com		Vitor Hugo Silva		isaqueda-cunha	Martins Pereira - ME	B+	04538179639	543
(Decimal('9.590679'), Decimal('-111.672280'))		2022/06/28	1791	cherylflores@yahoo.com		Zachary Contreras		dillontyler	Carlson, Todd and Gomez	B+	508-21-6199	420
(Decimal('-55.003223'), Decimal('-68.933991'))	"Vereda Barros, 8
Camargos
32084-898 Barros da Mata / AC"	09 Oct 2021	572	larissa99@gmail.com		Sr. Eduardo Cavalcanti	Piloto de avião	lucas-gabriel47	Pereira e Filhos	B-	86531749075	19
(Decimal('19.5449125'), Decimal('-131.867080'))	"Ottoring 5
63111 Calau"	09/06/2021, 00:00:00	1981	schustersigurd@gmx.de		Geert Förster		zjockel	Hornich e.V.	O+	844-71-7355	300
(Decimal('17.2986285'), Decimal('-173.654875'))	"Viale Dallapé, 92
24010, Ornica (BG)"	2019-11-08	1363	mattarelladino@libero.it		Angelina Battelli		gspinola	Ricciardi, Galuppi e Alonzi s.r.l.	B-	CLBSNR71P66G972W	469
(Decimal('-78.1338755'), Decimal('-15.489567'))	"Heintzeplatz 15
73990 Regensburg"	2019-03-24	2015	herrmann09@googlemail.com		Maik Junitz-Kostolzin		enno00	Köster GmbH & Co. KG	A-	670-66-0798	430
(Decimal('64.248882'), Decimal('-60.692436'))		2020-08-24	1299	lperez@yahoo.com		Fernando Avery		jvaughn	Rodriguez LLC	B-	238-56-9146	481
(Decimal('61.669828'), Decimal('-4.543394'))	"Núcleo Fogaça, 2
Estoril
52057-340 Peixoto / MT"	2024/08/26	2033	otaviobarbosa@gmail.com		Davi Miguel Cavalcante		joao-lucas47	Caldeira e Filhos	B-	92574361873	264
(Decimal('-28.014973'), Decimal('47.578924'))	熊本県長生郡長生村元浅草33丁目2番20号 シャルム浅草042	03/17/2023, 00:00:00	682	yoshidatakuma@yahoo.com		加藤 健一		kazuyasato	合同会社池田ガス	A+	174-26-7058	535
(Decimal('-86.8937615'), Decimal('-54.463145'))	"Mark-Ullmann-Platz 1-7
15914 Säckingen"	06/03/2023, 00:00:00	1506	wilmsedelbert@googlemail.com		Dipl.-Ing. Sepp Buchholz	Ausbaufacharbeiter	calogeroholsten	Etzold GmbH	A+	956-76-9133	267
	"57605 Wright Rapid Apt. 790
New Madelinefurt, MP 18112"	31 Oct 2020	1709	seanolsen@gmail.com		Dwayne Bright	Diplomatic Services operational officer	msmith	Bender, Gray and Bailey	B-	188-10-1815	171
(Decimal('72.9946665'), Decimal('150.621823'))	東京都八丈島八丈町竜泉8丁目12番2号	07 Mar 2024	556	momokoogawa@yahoo.com		藤井 直人		iito	合同会社藤原運輸	A-	546-10-7023	697
(Decimal('-32.1517205'), Decimal('68.936608'))	"11741 Wheeler Light Suite 142
Austinmouth, DE 84591"	24 Jan 2024	1136	melissa04@hotmail.com		Christine Grant	Commercial art gallery manager	willisstacey	Hernandez-Dunn	AB+	756-75-1452	432
(Decimal('59.602208'), Decimal('-71.479022'))	"Fiebigweg 8/4
62489 Hammelburg"	02/05/2022, 00:00:00	968	peggy83@yahoo.de		Zofia Rust		egnatz	Hentschel	B+	868-17-0111	587
(Decimal('17.507756'), Decimal('-142.540563'))	奈良県東久留米市細竹23丁目1番13号 中小来川コーポ315	2020-12-30	754	rnakamura@yahoo.com		山田 花子	作曲家	nota	合同会社斎藤通信	B+	419-24-8402	251
(Decimal('20.7555405'), Decimal('67.412382'))	"Unit 4349 Box 7668
DPO AP 27778"	02/07/2019, 00:00:00	1625	michelle46@yahoo.com		William Hernandez	Pharmacist, community	raymondderek	Zimmerman-Bates	A-	047-88-9834	508
(Decimal('34.9612405'), Decimal('107.438354'))	東京都西多摩郡瑞穂町東上野25丁目7番6号	2020/10/16	220	shota04@hotmail.com		高橋 直子	大学教授	hayashikazuya	井上印刷合同会社	B+	562-96-8851	90
(Decimal('31.687582'), Decimal('-53.258465'))	"Rodovia Cecilia Correia, 1
Beija Flor
49676-304 Nascimento da Prata / RS"	23 May 2022	2031	lucas-gabrielviana@uol.com.br		Amanda Monteiro	Carnavalesco	da-cunhadom	Barbosa	A-	18624073553	277
(Decimal('24.6320645'), Decimal('-112.985902'))	三重県印旛郡酒々井町中宮祠20丁目10番3号	2020-04-29	133	tomoyainoue@gmail.com		鈴木 直樹		usuzuki	青木鉱業合同会社	B-	843-48-7177	234
(Decimal('77.552196'), Decimal('71.777501'))	"USNS Johnson
FPO AP 18337"	09 Aug 2023	562	mahoneyemily@yahoo.com		Samantha Williams	Industrial buyer	eolsen	Hoffman, Adkins and Newton	A+	789-69-4657	521
(Decimal('-6.273702'), Decimal('-136.286364'))	栃木県香取郡東庄町橋場8丁目13番4号 シャルム羽折町013	12/01/2022, 00:00:00	1249	ryosuke22@hotmail.com		池田 くみ子		manabufujiwara	中村鉱業合同会社	AB-	141-35-5900	379
	"59509 Misty Points
Lake Austinfurt, RI 48640"	2022/03/09	191	lisagalloway@yahoo.com		Jessica Burke		tlogan	Meyers and Sons	O-	636-88-2174	202
	"Vicolo Elena, 11
12081, Beinette (CN)"	12/01/2020, 00:00:00	670	lpavarotti@alice.it		Sig.ra Romana Verga		roerorossana	Errigo s.r.l.	B+	BNGGRM25H61G320Z	153
(Decimal('-71.308842'), Decimal('-40.159828'))	"Piazza Franco, 991 Piano 9
39032, Taufers/Ahrntal (BZ)"	10/20/2020, 00:00:00	937	berenicepisaroni@virgilio.it		Dott. Martino Orsini		hborromeo	Cuda-Trobbiani Group	A-	FSLMLD76L01H688A	576
(Decimal('-48.399120'), Decimal('70.426781'))		10/12/2022, 00:00:00	624	viniciusbrito@bol.com.br		Sr. Mathias Nogueira		naragao	Souza	O-	05967438238	401
(Decimal('19.970291'), Decimal('-159.910111'))	"Hanne-Metz-Gasse 7/1
92527 Peine"	2025-05-11	1792	eddaeckbauer@gmx.de		Prof. Frieder Karge B.A.	Schornsteinfeger	amaliameyer	Tröst Weimer GbR	A-	450-75-8827	684
(Decimal('-78.9236065'), Decimal('51.077639'))	"Ekrem-Käster-Gasse 3599
11960 Artern"	2024/12/27	57	hans-georg98@web.de		Birgit Bauer		dkarz	Fröhlich Warmer KG	AB-	451-72-6885	98
(Decimal('-70.738157'), Decimal('-139.376767'))	"Chácara Emanuelly Sampaio, 80
Frei Leopoldo
95965351 Jesus Grande / CE"	05 Jun 2022	1506	sousamaria-liz@gmail.com		Nathan da Cunha		cirinoemanuella	da Rosa	B-	90613528433	291
	福岡県板橋区西浅草6丁目22番11号 明石町シャルム899	2020-10-18	1204	vyamazaki@gmail.com		岡田 桃子	アートディレクター	wkondo	山本ガス有限会社	O+	167-21-4012	60
(Decimal('-13.952029'), Decimal('-172.509021'))	"Rosl-Kühnert-Ring 7-1
56129 Auerbach"	2019-08-28	1202	trubjost@hotmail.de		Karl-Werner Sager-Stiebitz		cristina10	Kraushaar Hellwig AG	O+	470-12-9038	561
	"Vila Mendonça, 3
Vila Maria
42410-321 Costela das Flores / AC"	2024-10-03	738	cpereira@ig.com.br		Sr. Gustavo da Conceição	Guincheiro	sofiasa	Campos Fogaça Ltda.	A+	18702493640	664
(Decimal('66.644968'), Decimal('12.828903'))	"Borgo Guarana, 24 Piano 9
91019, Chiesanuova (TP)"	2025/01/10	2076	veronica51@fastwebnet.it		Giorgio Govoni		sabatinigirolamo	Florio, Tomasini e Travaglia e figli	B-	PSNMRK95E47G942H	437
(Decimal('-57.2131815'), Decimal('142.790425'))	"Vila Nogueira, 319
São Jorge 3ª Seção
01246230 Freitas / PA"	22 Aug 2020	375	da-cruzcarolina@hotmail.com		Cecilia da Paz		bbarros	Rocha	A+	10642753970	58
(Decimal('5.703168'), Decimal('-179.797758'))	富山県中野区明石町39丁目24番9号 元浅草コート873	2025/04/09	794	yutakobayashi@hotmail.com		佐々木 里佳		shohei62	吉田通信株式会社	B+	807-65-0458	395
	沖縄県東久留米市押上12丁目21番19号	2021-04-10	1464	yoichiinoue@gmail.com		山本 陽一		taichi50	田中食品株式会社	A-	389-14-0295	191
(Decimal('9.094454'), Decimal('129.038007'))		23 Jul 2021	999	tanakakaori@hotmail.com		青木 七夏		sayuri95	株式会社中村水産	O+	038-03-3961	131
(Decimal('1.0850815'), Decimal('143.464959'))	"Piazza Scarpetta, 3
84025, Bivio Santa Cecilia (SA)"	2023/01/16	1764	tina10@libero.it		Sig. Leopoldo Favata		vvilladicani	Iannelli, Giovine e Papafava e figli	AB+	GTTLSI91A16C552N	108
(Decimal('-53.6707545'), Decimal('-93.345722'))		13 Jun 2020	653	joao-felipe66@ig.com.br		Sr. Henrique Rocha		arthurnunes	Caldeira - EI	B+	62458719058	665
(Decimal('-64.598389'), Decimal('145.025672'))	"Largo de Rocha, 65
Floramar
14588964 Correia / SE"	01/21/2020, 00:00:00	1138	luccabarbosa@uol.com.br		Dr. Benício Viana		maysabarros	Castro	AB+	16749352855	24
(Decimal('-54.174666'), Decimal('-92.261661'))	"Chácara Ryan Pires
Novo Santa Cecilia
69869-620 Nunes do Oeste / GO"	17 Mar 2024	1100	leaoisabella@gmail.com		Evelyn Lima	Auditor	vargasvitor-hugo	Moreira	O+	60937125407	19
(Decimal('-75.276999'), Decimal('156.199396'))		2022/08/10	596	stefanocontarini@gmail.com		Annetta Polizzi	Operational researcher	jimpastato	Acerbi-Malaparte Group	A-	SRDLLD13L51G837H	69
(Decimal('-47.338577'), Decimal('-135.540456'))	"Hüseyin-Schönland-Straße 2
32269 Spremberg"	2021-01-22	1908	ekruschwitz@aol.de		Aurelia Preiß		joergen99	Siering GmbH & Co. KG	A-	232-31-6232	685
(Decimal('67.6113765'), Decimal('-8.898723'))	"Chácara de Ribeiro, 85
Bonsucesso
69949724 Siqueira de Minas / AM"	11 Jul 2020	1665	paragao@bol.com.br		Ana Azevedo		elisa01	Macedo Rocha S.A.	O-	45309826700	544
(Decimal('-36.0809495'), Decimal('45.714788'))	島根県山武郡九十九里町長間23丁目11番7号	28 Jun 2025	1346	manabu16@hotmail.com		田中 幹		gotoyoko	株式会社橋本電気	A-	569-18-6364	111
(Decimal('-41.7891045'), Decimal('-150.045483'))	"Colônia Sousa
Laranjeiras
94399431 Guerra / DF"	2024/07/09	1674	llima@gmail.com		Juan Macedo	Entalhador	isabelribeiro	Ribeiro	AB-	73091425860	158
(Decimal('-16.0243565'), Decimal('-70.881526'))	"Canale Cadorna, 4 Appartamento 8
81032, Carinaro (CE)"	2025-09-07	2076	hiacovelli@yahoo.com		Dott. Concetta Missoni	Sports coach	melania32	Fanucci, Corbo e Monteverdi s.r.l.	A-	MSTPRS77L55D836V	18
(Decimal('-10.4821915'), Decimal('-48.740710'))	"Unit 7742 Box 5401
DPO AP 10453"	2022/10/16	1658	mpotter@yahoo.com		Wayne Estrada	Clinical research associate	smithryan	Sutton-Allen	AB+	054-29-9807	101
(Decimal('-45.1328465'), Decimal('-54.479616'))	青森県清瀬市三筋30丁目14番9号 アーバン芝大門842	2022-08-09	347	manabuinoue@gmail.com		高橋 太郎	音楽家	takuma14	岡本農林有限会社	AB+	254-25-5656	678
(Decimal('-80.356997'), Decimal('-92.142864'))	三重県横浜市西区南郷屋21丁目15番13号 猿楽町シティ612	01/04/2025, 00:00:00	1749	rika54@gmail.com		渡辺 加奈		kazuyayoshida	株式会社小林保険	O-	584-97-0927	615
(Decimal('-23.671477'), Decimal('5.784931'))	"Viale Malenchini, 4 Piano 9
53011, Fonterutoli (SI)"	2020/10/19	2130	fabia50@outlook.com		Annunziata Mastandrea		vzanzi	Respighi, Galilei e Delle SPA	A+	TMBGNN55A01M335P	317
(Decimal('62.264577'), Decimal('120.048727'))	"Chácara Levi Duarte
Vila Independencia 1ª Seção
37635-484 Melo / ES"	05/02/2024, 00:00:00	1522	jcavalcanti@uol.com.br		Marcos Vinicius Garcia	Atleta de tiro com arco	fernandapimenta	Pastor - EI	O+	57182690411	119
(Decimal('-23.9086775'), Decimal('-116.470148'))	"USNS Lee
FPO AP 81697"	2020-03-30	421	nrios@gmail.com		Cheryl Rodriguez		melaniegibson	Graham-Kane	B+	308-45-6405	30
(Decimal('85.9417805'), Decimal('65.040157'))	"Loteamento da Costa, 604
Ribeiro De Abreu
77781497 Farias Verde / AM"	2024/05/28	524	joao-felipe13@ig.com.br		Sra. Ana Carolina da Cunha		bernardo78	Duarte S/A	O-	75139840260	639
(Decimal('-57.0189785'), Decimal('-142.979024'))	"Chácara Montenegro
Vila Pinho
75283-280 Oliveira Verde / ES"	04/02/2024, 00:00:00	915	garciaantonio@uol.com.br		Felipe Vasconcelos		joao48	Pimenta Pereira - ME	B+	15489267364	299
(Decimal('-19.3750715'), Decimal('-5.788902'))	"Volker-Eckbauer-Gasse 88-63
67593 Mallersdorf"	2020-05-06	1571	gstiebitz@yahoo.de		Manja Juncken B.A.	Fleischer	gundaklingelhoefer	Jäntsch Peukert AG	AB+	279-02-2973	251
(Decimal('42.4961575'), Decimal('-94.355814'))	"Travessa Santos, 97
Aparecida
79726-988 Siqueira / SE"	2022/02/20	2061	ribeirolucas@hotmail.com		Ravi Lucca Jesus		nunesaurora	Andrade Barbosa Ltda.	O-	24869315700	297
(Decimal('50.020307'), Decimal('86.946998'))	"Klaus-Peter-Wiek-Straße 642
40528 Bernburg"	2022-08-24	1976	diethelm08@web.de		Anselm Heuser	Altenpfleger	nadeschda70	Gnatz Eckbauer GmbH	O+	844-96-1717	32
(Decimal('28.537359'), Decimal('-151.663092'))		2021/08/01	145	tsubasatanaka@yahoo.com		鈴木 春香		yoichiwatanabe	株式会社山崎保険	A-	494-04-5566	190
(Decimal('52.5531275'), Decimal('41.714629'))	"Pölitzstraße 0
45532 Mettmann"	26 Aug 2022	653	henscheldenny@gmx.de		Dr. Siegward Neureuther B.Eng.		hellwignicole	Schomber OHG mbH	B+	232-29-3359	157
(Decimal('-28.089245'), Decimal('-92.932597'))	埼玉県横浜市磯子区池之端21丁目3番2号 権現堂パーク783	03/30/2025, 00:00:00	290	qinoue@hotmail.com		山本 充	演歌歌手	bsato	後藤保険有限会社	AB+	047-37-4737	716
(Decimal('11.868603'), Decimal('86.272203'))		2025/06/25	158	woldemarotto@yahoo.de		Maik Schleich		eleonore58	Kuhl	O-	957-33-3693	282
(Decimal('26.259269'), Decimal('110.284250'))	"40531 Kathy Hills Suite 313
Marybury, LA 01827"	02 Mar 2019	1648	vbowen@gmail.com		Angela Jimenez	Health visitor	fcalderon	Thompson Inc	AB-	613-62-1667	57
(Decimal('17.9029475'), Decimal('98.698217'))	"Borgo Adamo, 64
29100, Borgo Trebbia (PC)"	2021/03/19	1289	igravina@tin.it		Alderano Taliercio		vittorio46	Bragaglia, Marcacci e Bignardi SPA	O+	JVRSNT48S45I577Q	285
(Decimal('-27.3893875'), Decimal('29.293313'))		05/21/2020, 00:00:00	1695	mercadanteluca@tim.it		Alina Platini-Taliercio		morabitoadriano	Gadda e figli	B+	FSCRMG27C65B019H	217
(Decimal('-76.1532635'), Decimal('141.888398'))	"Bachmanngasse 21-58
03284 Eberswalde"	2023/12/02	7	hoelzenbechertrudel@gmx.de		Dipl.-Ing. Marten Blümel		bertholdschaaf	Plath Segebahn KG	B+	894-48-9969	528
(Decimal('-17.676614'), Decimal('171.999766'))	"Incrocio Maurizio, 741 Appartamento 4
34079, Staranzano (GO)"	01/05/2022, 00:00:00	2007	uferrata@outlook.com		Antonina Costalonga	IT technical support officer	ginesioranieri	Adinolfi e figli	A-	RBRGRC86L25L435J	314
(Decimal('-43.5723185'), Decimal('-68.264593'))	福井県夷隅郡大多喜町南赤田34丁目27番18号	05 Aug 2020	1754	yamadajun@yahoo.com		佐藤 浩		yoshidaharuka	株式会社田中農林	O-	448-17-5364	538
(Decimal('80.545548'), Decimal('71.924338'))	"Distrito Cardoso, 19
Sion
94486776 Silveira / AP"	10 Jun 2022	1333	ravypinto@uol.com.br		Isabela Silveira		pietromendes	Rodrigues	A-	61759834246	175
(Decimal('0.6408195'), Decimal('-76.726550'))	佐賀県印旛郡栄町平須賀6丁目4番3号 押上アーバン370	2025-02-25	1339	itanaka@gmail.com		小川 桃子		jtakahashi	株式会社木村建設	B+	814-12-2494	241
(Decimal('-46.8339765'), Decimal('-139.028314'))	"Passarela de Carvalho, 42
Sion
27320-052 Porto / RN"	08/09/2020, 00:00:00	1156	cunharaul@bol.com.br		Dra. Maria Julia das Neves		sampaiobarbara	Pastor - EI	AB+	87105369493	432
(Decimal('-80.7507475'), Decimal('43.678331'))	"944 Jones Road Apt. 726
Lindamouth, ND 35307"	02 Oct 2019	1949	sean60@gmail.com		Christopher Gordon		timothyalexander	Martin-Whitaker	A+	065-47-2593	527
(Decimal('63.950222'), Decimal('152.219271'))	高知県八丈島八丈町独鈷沢4丁目10番18号 シャルム小入216	06/25/2025, 00:00:00	1806	suzukiryosuke@gmail.com		伊藤 あすか		yamadanaoki	合同会社前田銀行	A-	859-47-6601	417
(Decimal('-66.7646255'), Decimal('-176.715226'))	"Unit 6416 Box 8440
DPO AP 38752"	04 Apr 2019	1460	deannaperry@gmail.com		John Boyd		andersonroy	Sullivan, Smith and Ross	A+	577-86-1653	311
(Decimal('45.195598'), Decimal('48.061569'))	鳥取県香取市西川22丁目14番19号	2022/07/17	1715	ishiinanami@gmail.com		佐藤 充	脚本家	fujiwaraosamu	有限会社山口情報	B+	346-40-1533	662
(Decimal('-55.5295885'), Decimal('144.420131'))	"Viale Morosini, 85 Appartamento 1
56032, La Croce (PI)"	2023/04/09	1170	agnolo85@hotmail.com		Romina Moneta-Borsellino		scoardi	Mondadori-Galvani SPA	B+	TMMVLT99E18A436S	679
(Decimal('23.0839765'), Decimal('88.873242'))	静岡県富里市鍛冶ケ沢11丁目1番19号	2020-12-01	2160	yoshidasatomi@hotmail.com		清水 洋介	モデル	mikikobayashi	合同会社佐藤建設	O+	234-15-0964	170
(Decimal('-83.7530625'), Decimal('-108.599503'))	"Via Maysa Monteiro
Jardim América
41383079 Marques de Goiás / AC"	28 Oct 2023	953	rodriguesenzo-gabriel@bol.com.br		Henry Almeida	Cameraman	maria-juliapastor	Mendes	AB-	15807624335	147
(Decimal('-64.415965'), Decimal('115.451358'))		2024/06/04	1490	joao-pedro14@ig.com.br		Sr. José Miguel da Mota		barbosaanthony-gabriel	Araújo e Filhos	O+	58014369793	52
(Decimal('-16.025054'), Decimal('-85.906112'))	"Danuta-Grein Groth-Platz 74/15
62352 Augsburg"	03/23/2020, 00:00:00	374	irenaschuchhardt@gmx.de		Irmengard Klemm		zgute	Hartung GmbH	AB-	396-69-6019	31
(Decimal('-30.8347435'), Decimal('141.464872'))	"Borgo Alessio, 335
25044, Capo Di Ponte (BS)"	2023/03/06	1264	toni61@gmail.com		Lando Donini		igottardi	Satriani-Giammusso e figli	B+	MRRGGL30P70L623Y	708
